znamka,model,generacija,verzija,višina,širina,dolžina,teža

Renault,Vel Satis,Vel Satis Phase 2,Grand Confort 2.0 Turbo Automatic,157.7,186.0,486.0,1660

Renault,Vel Satis,Vel Satis Phase 2,Grand Confort 2.0 Turbo,157.7,186.0,486.0,1640

Renault,Vel Satis,Vel Satis Phase 2,Grand Confort 2.2 dCi 140HP Automatic,157.7,186.0,486.0,1690

Renault,Vel Satis,Vel Satis Phase 2,Grand Confort 2.2 dCi 140HP,157.7,186.0,486.0,1660

Renault,Vel Satis,Vel Satis Phase 2,Grand Confort 2.2 dCi 150HP Automatic,157.7,186.0,486.0,1690

Renault,Vel Satis,Vel Satis Phase 2,Grand Confort 2.2 dCi 150HP,157.7,186.0,486.0,1660

Renault,Vel Satis,Vel Satis Phase 2,Grand Confort 3.0 dCi V6 180HP Automatic,158.0,186.0,486.0,1735

Renault,Vel Satis,Vel Satis Phase 2,Grand Confort 3.5 V6 24v Automatic,157.7,186.0,486.0,1720

Renault,Vel Satis,Vel Satis Phase 2,Initiale 2.0 dCi 150HP,157.7,186.0,486.0,1665

Renault,Vel Satis,Vel Satis Phase 2,Initiale 2.0 dCi 175HP,157.7,186.0,486.0,1665

Renault,Vel Satis,Vel Satis Phase 2,Initiale 2.2 dCi 140HP Automatic,157.7,186.0,486.0,1690

Renault,Vel Satis,Vel Satis Phase 2,Initiale 2.2 dCi 140HP,157.7,186.0,486.0,1660

Renault,Vel Satis,Vel Satis Phase 2,Initiale 2.2 dCi 150HP Automatic,157.7,186.0,486.0,1690

Renault,Vel Satis,Vel Satis Phase 2,Initiale 2.2 dCi 150HP,157.7,186.0,486.0,1660

Renault,Vel Satis,Vel Satis Phase 2,Initiale 3.0 dCi V6 180HP Automatic,157.7,186.0,486.0,1735

Renault,Vel Satis,Vel Satis Phase 2,Initiale 3.5 V6 24v Automatic,157.7,186.0,486.0,1720

Hyundai,Veloster,,1.6 GDI Sport DCT,139.9,179.0,422.0,1295

Hyundai,Veloster,,1.6 GDI Sport S DCT,139.9,179.0,422.0,1295

Hyundai,Veloster,,1.6 GDI Sport S Stop&Go,139.9,179.0,422.0,1260

Hyundai,Veloster,,1.6 GDI Sport,139.9,179.0,422.0,1260

Hyundai,Veloster,,1.6 GDI,139.9,179.0,422.0,1260

Hyundai,Veloster,,1.6 TDGI 186HP Auto,139.9,180.5,425.0,1370

Hyundai,Veloster,,1.6 TDGI 186HP,139.9,180.5,425.0,1330

Hyundai,Veloster,,Turbo,141.0,180.6,424.9,1345

Vauxhall,Velox (PB),,Vauxhall Velox (PB),142.9,179.7,461.6,1188

Vauxhall,Velox/Wyvern (L-Type),,Vauxhall Velox/Wyvern (L-Type),161.3,170.2,438.2,1021

Lamborghini,Veneno,,Lamborghini Veneno,,,,1450

Lamborghini,Veneno,,Roadster,,,,

Kia,Venga,Venga,1.4 90HP Eco-Dynamics,,,,1253

Kia,Venga,Venga,1.4 CRDi 75HP,,,,1342

Kia,Venga,Venga,1.4 CRDi 90HP,,,,1342

Kia,Venga,Venga,1.4 CRDi WGT 75HP Concept,,,,1342

Kia,Venga,Venga,1.4 CRDi WGT 90HP Concept,160.0,176.5,406.8,1342

Kia,Venga,Venga,1.4 CRDi WGT 90HP Drive,,,,1342

Kia,Venga,Venga,1.4 CVVT Basic,,,,1253

Kia,Venga,Venga,1.4 CVVT Concept,,,,1253

Kia,Venga,Venga,1.4HPVT Basic,160.0,176.5,406.8,1253

Kia,Venga,Venga,1.4HPVT Concept,160.0,176.5,406.8,1253

Kia,Venga,Venga,1.4HPVT Drive,160.0,176.5,406.8,1253

Kia,Venga,Venga,1.6 CRDi 128HP,,,,1356

Kia,Venga,Venga,1.6 CRDi VGT 115HP Concept Eco-Dynamics,160.0,176.5,406.8,1356

Kia,Venga,Venga,1.6 CRDi VGT 116HP Drive,160.0,176.5,406.8,1356

Kia,Venga,Venga,1.6 CRDi VGT 128HP Drive Eco-Dynamics,160.0,176.5,406.8,1356

Kia,Venga,Venga,1.6 CRDi VGT 128HP Emotion Eco-Dynamics,160.0,176.5,406.8,1356

Kia,Venga,Venga,1.6 CRDi VGT 128HP Emotion,,,,1356

Volkswagen,Jetta,Vento / Jetta 3,1.4,142.0,170.0,438.0,1045

Volkswagen,Jetta,Vento / Jetta 3,1.6,142.0,170.0,438.0,1049

Volkswagen,Jetta,Vento / Jetta 3,1.8 75,142.0,170.0,438.0,1109

Volkswagen,Jetta,Vento / Jetta 3,1.8 90,142.0,170.0,438.0,1071

Volkswagen,Jetta,Vento / Jetta 3,1.9 Diesel,142.0,170.0,438.0,1101

Volkswagen,Jetta,Vento / Jetta 3,1.9 SDI,142.0,170.0,438.0,1130

Volkswagen,Jetta,Vento / Jetta 3,1.9 TD,142.0,170.0,438.0,1109

Volkswagen,Jetta,Vento / Jetta 3,1.9 TDI 110,142.0,170.0,438.0,1148

Volkswagen,Jetta,Vento / Jetta 3,1.9 TDI 90,142.0,170.0,438.0,1148

Volkswagen,Jetta,Vento / Jetta 3,2.0 GT,140.0,171.0,438.0,1095

Volkswagen,Jetta,Vento / Jetta 3,2.0,142.0,170.0,438.0,1095

Volkswagen,Jetta,Vento / Jetta 3,2.8 VR6,140.0,171.0,438.0,1219

Vauxhall,Ventora,,Vauxhall Ventora,134,170.2,449,1178

Toyota,Venza,,2.7 AWD,161,190.5,480.1,1789

Toyota,Venza,,2.7,161,190.5,480.1,1706

Toyota,Venza,,V6 AWD,161,190.5,480.1,1835

Toyota,Venza,,V6,161,190.5,480.1,1755

Hyundai,Veracruz,,3.0 CRDi AWD,175,194.5,484,

Hyundai,Veracruz,,3.0 CRDi,175,194.5,484,

Hyundai,Veracruz,,3.8 V6 AWD,175,194.5,484,2010

Hyundai,Veracruz,,3.8 V6,175,194.5,484,1935

Toyota,Verossa,,20,146.5,176,470.5,1380

Toyota,Verossa,,20Four,146.5,176,470.5,1470

Toyota,Verossa,,25,145,176,470.5,1460

Toyota,Verossa,,V25,145,176,470.5,1490

Toyota,Verossa,,VR25,145,176,470.5,1530

Nissan,Versa,,Nissan Versa,153.4,169.4,429.5,1222

Nissan,Versa 2020,,1.6i CVT,145.5,174,449.6,1205

Nissan,Versa 2020,,1.6i,145.5,174,449.6,1179

Nissan,Versa,,Automatic,153.4,169.4,429.5,1235

Nissan,Versa,,CVT,153.4,169.4,429.5,1251

Nissan,Versa,,Sedan Automatic,153.4,169.4,447.5,1225

Nissan,Versa,,Sedan CVT,153.4,169.4,447.5,1245

Nissan,Versa,,Sedan,153.4,169.4,447,1212

Toyota,Verso,Verso 2013,1.6 D-4D 5-seats,162.0,179.1,446.0,1595

Toyota,Verso,Verso 2013,1.6 D-4D 7-seats,162.0,179.1,446.0,

Toyota,Verso,Verso 2013,1.6 Valvematic 5-seats,162.0,179.1,446.0,1505

Toyota,Verso,Verso 2013,1.6 Valvematic 7-seats,162.0,179.1,446.0,

Toyota,Verso,Verso 2013,1.8 Valvematic 5-seats,162.0,179.1,446.0,1505

Toyota,Verso,Verso 2013,1.8 Valvematic 7-seats,162.0,179.1,446.0,

Toyota,Verso,Verso 2013,1.8 Valvematic MultiDrive 5-seats,162.0,179.1,446.0,1525

Toyota,Verso,Verso 2013,1.8 Valvematic MultiDrive 7-seats,162.0,179.1,446.0,

Toyota,Verso,Verso,120D Active 5 seats,162.0,179.0,444.0,1615

Toyota,Verso,Verso,120D Active 7 seats,162.0,179.0,444.0,1635

Toyota,Verso,Verso,120D Live 5 seats,162.0,179.0,444.0,1615

Toyota,Verso,Verso,120D Live 7 seats,162.0,179.0,444.0,1635

Toyota,Verso,Verso,130 Active 5 seats,162.0,179.0,444.0,1495

Toyota,Verso,Verso,130 Live 5 seats,162.0,179.0,444.0,1495

Toyota,Verso,Verso,150D Advance AutoDrive S 7 seats,163.0,179.0,444.0,1690

Toyota,Verso,Verso,180D Advance 7 seats,163.0,179.0,444.0,1630

Toyota,Verso,Verso 2013,2.0 D-4D 5-seats,162.0,179.1,446.0,1615

Toyota,Verso,Verso 2013,2.0 D-4D 7-seats,162.0,179.1,446.0,

Toyota,Verso,Verso 2013,2.2 D-4D Auto 5-seats,162.0,179.1,446.0,1650

Toyota,Verso,Verso 2013,2.2 D-4D Auto 7-seats,162.0,179.1,446.0,1650

Toyota,Verso,Verso 2013,2.2 D-CAT 5-seats,162.0,179.1,446.0,1650

Toyota,Verso,Verso 2013,2.2 D-CAT 7-seats,162.0,179.1,446.0,1650

Toyota,Verso,Verso,Active 1.6 VVT-i 5 seats,,,,1495

Toyota,Verso,Verso,Active 1.6 VVT-i 7 seats,,,,1515

Toyota,Verso,Verso,Active 2.0 D-4D 5 seats,,,,1615

Toyota,Verso,Verso,Active 2.0 D-4D 7 seats,,,,1635

Toyota,Verso,Verso,Advance 1.8 VVT-i MultiDrive S 7 seats,,,,1545

Toyota,Verso,Verso,Advance 2.0 D-4D 7 seats,,,,1635

Toyota,Verso,Verso,Advance 2.2 D-4D AutoDrive S 7 seats,,,,1690

Toyota,Verso,Verso,Live 1.6 VVT-i 5 seats,,,,1495

Toyota,Verso,Verso,Live 1.6 VVT-i 7 seats,,,,1515

Toyota,Verso,Verso,Live 2.0 D-4D 5 seats,,,,1615

Toyota,Verso,Verso,Live 2.0 D-4D 7 seats,,,,1635

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Ambiente Extra Long Auto,187.2,190.1,522.3,2115

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Ambiente Extra Long,187.2,190.1,522.3,2115

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Ambiente Long Auto,187.5,190.1,499.3,2090

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Ambiente Long,187.5,190.1,499.3,2090

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Ambiente Small Auto,187.5,190.1,474.8,2065

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Ambiente Small,187.5,190.1,474.8,2065

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Extra Long Auto,187.2,190.1,522.3,2090

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Extra Long,187.2,190.1,522.3,2090

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Fun Long Auto,187.5,190.1,499.3,2060

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Fun Long,187.5,190.1,499.3,2060

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Fun Small Auto,187.5,190.1,474.8,2010

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Fun Small,187.5,190.1,474.8,2010

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Long Auto,187.5,190.1,499.3,2060

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Long,187.5,190.1,499.3,2060

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Marco Polo Auto,187.5,190.1,499.3,2230

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Marco Polo,187.5,190.1,499.3,2230

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Small Auto,187.5,190.1,474.8,2010

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Small,187.5,190.1,474.8,2010

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Trend Extra Long Auto,187.2,190.1,522.3,2090

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Trend Extra Long,187.2,190.1,522.3,2090

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Trend Long Auto,187.5,190.1,499.3,2065

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Trend Long,187.5,190.1,499.3,2065

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Trend Small Auto,187.5,190.1,474.8,2040

Mercedes Benz,V-Class / Viano,Viano,2.0 CDI 109HP Trend Small,188.0,190.1,474.8,2040

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI Ambiente Extra Long Auto,187.2,190.1,522.3,2115

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI Ambiente Extra Long,187.2,190.1,522.3,2115

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI Ambiente Long Auto,187.5,190.1,499.3,2090

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI Ambiente Long,187.5,190.1,499.3,2090

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI Ambiente Small Auto,187.5,190.1,474.8,2065

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI Ambiente Small,187.5,190.1,474.8,2065

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI Extra Long Auto,187.2,190.1,522.3,2090

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI Extra Long,187.2,190.1,522.3,2090

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI Fun Long Auto,187.5,190.1,499.3,2060

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI Fun Long,187.5,190.1,499.3,2060

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI Fun Small Auto,187.5,190.1,474.8,2010

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI Fun Small,187.5,190.1,474.8,2010

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI Long Auto,187.5,190.1,499.3,2060

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI Long,187.5,190.1,499.3,2060

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI Marco Polo Auto,187.5,190.1,499.3,2230

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI Marco Polo,187.5,190.1,499.3,2230

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI Small Auto,187.5,190.1,474.8,2010

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI Trend Extra Long Auto,187.2,190.1,522.3,2090

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI Trend Extra Long,187.2,190.1,522.3,2090

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI Trend Long Auto,187.5,190.1,499.3,2065

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI Trend Long,187.5,190.1,499.3,2065

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI Trend Small Auto,187.5,190.1,474.8,2040

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI Trend Small,187.5,190.1,474.8,2040

Mercedes Benz,V-Class / Viano,Viano,2.2 CDI,187.5,190.1,474.8,2010

Mercedes Benz,V-Class / Viano,Viano,3.0 Ambiente Extra Long,187.2,190.1,522.3,2135

Mercedes Benz,V-Class / Viano,Viano,3.0 Ambiente Long,187.5,190.1,499.3,2110

Mercedes Benz,V-Class / Viano,Viano,3.0 Ambiente Small,187.5,190.1,474.8,2085

Mercedes Benz,V-Class / Viano,Viano,3.0 CDI,188.0,191.0,475.0,2040

Mercedes Benz,V-Class / Viano,Viano,3.0 Extra Long,187.2,190.1,522.3,2110

Mercedes Benz,V-Class / Viano,Viano,3.0 Fun Long,187.5,190.1,499.3,2080

Mercedes Benz,V-Class / Viano,Viano,3.0 Fun Small,187.5,190.1,474.8,2030

Mercedes Benz,V-Class / Viano,Viano,3.0 Long,187.5,190.1,499.3,2080

Mercedes Benz,V-Class / Viano,Viano,3.0 Marco Polo,187.5,190.1,499.3,2250

Mercedes Benz,V-Class / Viano,Viano,3.0 Small,187.5,190.1,474.8,2030

Mercedes Benz,V-Class / Viano,Viano,3.0 Trend Extra Long,187.2,190.1,522.3,2110

Mercedes Benz,V-Class / Viano,Viano,3.0 Trend Long,187.5,190.1,499.3,2085

Mercedes Benz,V-Class / Viano,Viano,3.0 Trend Small,187.5,190.1,474.8,2060

Mercedes Benz,V-Class / Viano,Viano,3.2 Ambiente Extra Long,187.2,190.1,522.3,2135

Mercedes Benz,V-Class / Viano,Viano,3.2 Ambiente Long,187.5,190.1,499.3,2110

Mercedes Benz,V-Class / Viano,Viano,3.2 Ambiente Small,187.5,190.1,474.8,2085

Mercedes Benz,V-Class / Viano,Viano,3.2 Extra Long,187.2,190.1,522.3,2110

Mercedes Benz,V-Class / Viano,Viano,3.2 Fun Long,187.5,190.1,499.3,2080

Mercedes Benz,V-Class / Viano,Viano,3.2 Fun Small,187.5,190.1,474.8,2030

Mercedes Benz,V-Class / Viano,Viano,3.2 Long,187.5,190.1,499.3,2080

Mercedes Benz,V-Class / Viano,Viano,3.2 Marco Polo,187.5,190.1,499.3,2250

Mercedes Benz,V-Class / Viano,Viano,3.2 Small,187.5,190.1,474.8,2030

Mercedes Benz,V-Class / Viano,Viano,3.2 Trend Extra Long,187.2,190.1,522.3,2110

Mercedes Benz,V-Class / Viano,Viano,3.2 Trend Long,187.5,190.1,499.3,2085

Mercedes Benz,V-Class / Viano,Viano,3.2 Trend Small,187.5,190.1,474.8,2060

Mercedes Benz,V-Class / Viano,Viano,3.5 Ambiente Extra Long,187.2,190.1,522.3,2110

Mercedes Benz,V-Class / Viano,Viano,3.5 Ambiente Long,187.5,190.1,499.3,2085

Mercedes Benz,V-Class / Viano,Viano,3.5 Ambiente Small,187.5,190.1,474.8,2060

Mercedes Benz,V-Class / Viano,Viano,3.5 Fun Long,187.5,190.1,499.3,2085

Mercedes Benz,V-Class / Viano,Viano,3.5 Fun Small,187.5,190.1,474.8,2060

Mercedes Benz,V-Class / Viano,Viano,3.5 Marco Polo,187.5,190.1,499.3,2085

Mercedes Benz,V-Class / Viano,Viano,3.5 Trend Extra Long,187.2,190.1,522.3,2110

Mercedes Benz,V-Class / Viano,Viano,3.5 Trend Long,187.5,190.1,499.3,2085

Mercedes Benz,V-Class / Viano,Viano,3.5 Trend Small,187.5,190.1,474.8,2060

Mercedes Benz,V-Class / Viano,Viano,3.5,188.0,191.0,475.0,2060

Mercedes Benz,Viano Marco Polo,,200 CDI,198.0,192.8,514.0,2390

Mercedes Benz,Viano Marco Polo,,220 CDI,198.0,192.8,514.0,2390

Mercedes Benz,Viano Marco Polo,,250 BlueTec,198.0,192.8,514.0,2440

Mercedes Benz,Viano Marco Polo,,Activity 160 CDI,198.0,192.8,514.0,2050

Mercedes Benz,Viano Marco Polo,,Activity 180 CDI,198.0,192.8,514.0,2050

Mercedes Benz,Viano Marco Polo,,Activity 200 CDI,198.0,192.8,514.0,2150

Mercedes Benz,Viano Marco Polo,,Activity 220 CDI,198.0,192.8,514.0,2150

Mercedes Benz,Viano Marco Polo,,Activity 250 BlueTec,198.0,192.8,514.0,2200

Vauxhall,Viceroy,,Vauxhall Viceroy,135.9,172,477,1230

Vauxhall,Victor (FE),,2000 SL Saloon 108hp,131.3,169.9,448.8,1018

Vauxhall,Victor (FE),,2000 SL Saloon,131.3,169.9,448.8,1018

Vauxhall,Victor (FE),,3300,,,,1270

Vauxhall,Victor (FE),,SL Super Saloon 83hp,133.1,169.9,448.8,997

Vauxhall,Victor (FE),,SL Super Saloon,133.1,169.9,448.8,997

Vauxhall,Victor,,1500,141,162.6,440.7,939

Renault,Victoria,,Rothschild DG,210,160,450,1980

Acura,Vigor,,2.5i Auto,132.0,178.0,483.5,1450

Acura,Vigor,,2.5i,132.0,178.0,483.5,1425

Toyota,Vios,,1.5 Automatic,146,170,430,1040

Toyota,Vios,,1.5,146,170,430,1020

Dodge,Viper I,,GTS,119.4,192.3,448.8,1531

Dodge,Viper I,,Prototype,117.3,192,436.9,1454

Dodge,Viper II (ZB Phase I),,SRT-10 Coupe,121,191.1,445.9,1565

Dodge,Viper II (ZB Phase I),,SRT-10 Roadster,121.0,191.1,445.9,1565

Dodge,Viper II (ZB Phase I),,SRT-10,121,191.1,445.9,1556

Dodge,Viper II (ZB Phase II),,SRT-10 Convertible,120.9,191,446,1560

Dodge,Viper II (ZB Phase II),,SRT-10,120.9,191,446,1565

Dodge,Viper II (ZB Phase II),,SRT10 ACR,120.9,191,446,1552

Aston Martin,Virage,,5.3 V8,136.0,186.0,474.0,1925

Aston Martin,Virage II,, Coupe Touchtronic II,128.2,190.4,470.3,1860

Aston Martin,Virage II,, Volante Touchtronic II,128.2,190.4,470.3,1965

Citroen,Visa,,Citroen Visa,140.8,153.5,369,755

Citroen,Visa,,1000 PISTES Evolution,,,,770

Citroen,Visa,,1000 PISTES,,,,878

Citroen,Visa,,11 E - 11RE - Super E - L,140.8,153.5,372.0,810

Citroen,Visa,,14 TRS,140.8,153.5,369,810

Citroen,Visa,,17 D - 17 RD,140.8,152.6,372.5,890

Citroen,Visa,,Chrono,143.0,154.0,372.0,812

Citroen,Visa,,Club,140.8,153.5,369,755

Citroen,Visa,,Decouvrable,140.8,153.5,369,810

Citroen,Visa,,GT,140.8,153.5,369,810

Citroen,Visa,,GTI,137.0,160.0,372.0,850

Alfa Romeo,Concepts,Visconti,Concept,147.4,189.6,495.5,

Mercedes Benz,Vision Concept,,B,,,,

Mercedes Benz,Vision Concept,,CLS,139.1,185.1,491,

Mercedes Benz,Vision Concept,,GST,,,,

Mercedes Benz,Vision Concept,,R,,,,

Mercedes Benz,Vision Concept,,SLA,125.1,183.1,377.3,950

Mercedes Benz,Vision Concept,,SLR,124.7,187.8,456.4,1400

Toyota,Vista,,1800 VL Liftback,137,169,441.5,1025

Toyota,Vista,,Ardeo 180,151.5,169.5,466.5,1290

Toyota,Vista,,Ardeo 200 4WD,151.5,169.5,466.5,1460

Toyota,Vista,,Ardeo 200,151.5,169.5,466.5,1340

Toyota,Vista,,N180,150.5,169.5,467,1220

Toyota,Vista,,N200 4WD,150.5,169.5,467,1270

Toyota,Vista,,N200,150.5,169.5,467,1270

Suzuki,Vitara 2019,,1.0 Boosterjet Allgrip Auto,159.5,177.5,417.0,1180

Suzuki,Vitara 2019,,1.0 Boosterjet Allgrip,159.5,177.5,417.0,1130

Suzuki,Vitara 2019,,1.0 Boosterjet Auto,159.5,177.5,417.0,1105

Suzuki,Vitara 2019,,1.0 Boosterjet,159.5,177.5,417.0,1060

Suzuki,Vitara 2019,,1.4 Boosterjet Allgrip Auto,159.5,177.5,417.0,1195

Suzuki,Vitara 2019,,1.4 Boosterjet Allgrip,159.5,177.5,417.0,1120

Suzuki,Vitara 2019,,1.4 Boosterjet Auto,159.5,177.5,417.0,1170

Suzuki,Vitara 2019,,1.4 Boosterjet Smart Hybrid Allgrip Auto,159.5,177.5,417.0,1245

Suzuki,Vitara 2019,,1.4 Boosterjet Smart Hybrid Allgrip,159.5,177.5,417.0,1220

Suzuki,Vitara 2019,,1.4 Boosterjet Smart Hybrid Auto,159.5,177.5,417.0,1175

Suzuki,Vitara 2019,,1.4 Boosterjet Smart Hybrid,159.5,177.5,417.0,1140

Suzuki,Vitara 2019,,1.4 Boosterjet,159.5,177.5,417.0,1095

Suzuki,Vitara,,1.6 16v,167.0,163.0,362.0,1090

Suzuki,Vitara,,1.6,167.0,163.0,362.0,1005

Suzuki,Vitara 2,,1.6 DDiS 120HP 2WD,161.0,177.5,417.5,1230

Suzuki,Vitara 2,,1.6 DDiS 120HP 4WD,161.0,177.5,417.5,1295

Suzuki,Vitara 2,,1.6 DDiS GLE 2WD,161.0,177.5,417.5,1305

Suzuki,Vitara 2,,1.6 DDiS GLE 4x4 TCSS,161.0,177.5,417.5,1400

Suzuki,Vitara 2,,1.6 DDiS GLX 2WD,161.0,177.5,417.5,1305

Suzuki,Vitara 2,,1.6 DDiS GLX 4WD,161.0,177.5,417.5,1370

Suzuki,Vitara 2,,1.6 DDiS GLX 4x4 TCSS,161.0,177.5,417.5,1400

Suzuki,Vitara 2,,1.6 VVT 120HP 2WD Auto,161.0,177.5,417.5,1120

Suzuki,Vitara 2,,1.6 VVT 120HP 4WD Auto,161.0,177.5,417.5,1185

Suzuki,Vitara 2,,1.6 VVT 120HP 4WD,161.0,177.5,417.5,1160

Suzuki,Vitara 2,,1.6 VVT GLE 2WD,161.0,177.5,417.5,1150

Suzuki,Vitara 2,,1.6 VVT GLX 2WD,161.0,177.5,417.5,1150

Suzuki,Vitara 2,,1.6 VVT GLX 4WD,161.0,177.5,417.5,1235

Suzuki,Vitara,,2.0 16v,166.0,170.0,374.0,1180

Suzuki,Vitara Cabrio,,1.6 16v,167.0,163.0,362.0,1080

Suzuki,Vitara Cabrio,,1.6,167.0,163.0,362.0,1040

Suzuki,Vitara Cabrio,,2.0 16v,166.0,170.0,374.0,1170

Suzuki,Vitara Wagon,,1.6,170.0,164.0,403.0,1165

Suzuki,Vitara Wagon,,1.9 Turbo D,170.0,164.0,403.0,1317

Suzuki,Vitara Wagon,,16v,170.0,164.0,403.0,1165

Suzuki,Vitara Wagon,,2.0 Turbo D,170.0,170.0,412.0,1360

Suzuki,Vitara Wagon,,V6,170.0,170.0,412.0,1300

Mercedes Benz,Vito,Vito,110 CDI Compact,191.0,192.8,489.5,1861

Mercedes Benz,Vito,Vito,110 CDI Extra-Long,191.0,192.8,537.0,1926

Mercedes Benz,Vito,Vito,110 CDI Long,191.0,192.8,514.0,1891

Mercedes Benz,Vito,Vito,114 CDI Compact,191.0,192.8,489.5,1920

Mercedes Benz,Vito,Vito,114 CDI Extra-Long,191.0,192.8,537.0,1970

Mercedes Benz,Vito,Vito,114 CDI FWD Compact,191.0,192.8,489.5,1891

Mercedes Benz,Vito,Vito,114 CDI FWD Extra-Long,191.0,192.8,537.0,1926

Mercedes Benz,Vito,Vito,114 CDI FWD Long,191.0,192.8,514.0,1945

Mercedes Benz,Vito,Vito,114 CDI Long,191.0,192.8,514.0,1945

Mercedes Benz,Vito,Vito,116 CDI Compact,191.0,192.8,489.5,1920

Mercedes Benz,Vito,Vito,116 CDI Extra-Long,191.0,192.8,537.0,1970

Mercedes Benz,Vito,Vito,116 CDI Long,191.0,192.8,514.0,1945

Mercedes Benz,Vito,Vito,119 CDI Compact,191.0,192.8,489.5,1925

Mercedes Benz,Vito,Vito,119 CDI Extra-Long,191.0,192.8,537.0,1975

Mercedes Benz,Vito,Vito,119 CDI Long,191.0,192.8,514.0,1950

Mercedes Benz,Vito,Vito,eVito Extra-Long,191.0,192.8,537.0,2210

Mercedes Benz,Vito,Vito,eVito Long,191.0,192.8,514.0,2185

Toyota,Vitz,Vitz XP10,1.5RS Automatic,148.5,166,363,960

Toyota,Vitz,Vitz XP10,1.5RS,148.5,166,363,940

Toyota,Vitz,Vitz XP10,U 4WD,151,166,361,980

Toyota,Vitz,Vitz XP130,1.0 Jewela,150,169.5,388.5,970

Toyota,Vitz,Vitz XP130,1.0F,150,169.5,388.5,970

Toyota,Vitz,Vitz XP130,1.3 Jewela 4WD,150,169.5,388.5,1080

Toyota,Vitz,Vitz XP130,1.3 Jewela,150,169.5,388.5,990

Toyota,Vitz,Vitz XP130,1.3F 4WD,150,169.5,388.5,1080

Toyota,Vitz,Vitz XP130,1.3F Smart Stop,150,169.5,388.5,1000

Toyota,Vitz,Vitz XP130,1.3F,150,169.5,388.5,990

Toyota,Vitz,Vitz XP130,1.3U 4WD,150,169.5,388.5,1080

Toyota,Vitz,Vitz XP130,1.3U,150,169.5,388.5,1000

Toyota,Vitz,Vitz XP130,1.5 RS CVT,150,169.5,393,1030

Toyota,Vitz,Vitz XP130,1.5 RS,150,169.5,393,1020

Toyota,Vitz,Vitz XP130,1.5U,150,169.5,388.5,1040
